trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3364,False,"{'a': 0.6, 'e': 0.43434340000000005}",20,15,-3.6704876683818175,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
3365,False,"{'a': 0.6, 'e': 0.43400700000000003}",25,17,8.18580135226778,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
3366,False,"{'a': 0.6, 'e': 0.4336705}",25,4,-19.665578080285513,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
3367,False,"{'a': 0.6, 'e': 0.4333339}",25,0,-118.7789946700246,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
3368,False,"{'a': 0.6, 'e': 0.43299719999999997}",20,12,-5.818220057506896,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
3369,False,"{'a': 0.6, 'e': 0.43266039999999995}",35,0,-64.40306076274139,"{0: 26, 1: 1, 2: 6, 3: 2, 4: 0}",0
3370,False,"{'a': 0.6, 'e': 0.43232349999999997}",20,8,0.670883835180609,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
3371,False,"{'a': 0.6, 'e': 0.4319865}",20,0,19.36895199072881,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3372,False,"{'a': 0.6, 'e': 0.4316494}",25,12,-36.44203784940008,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
3373,False,"{'a': 0.6, 'e': 0.43131220000000003}",25,0,-8.116457468718885,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
3374,False,"{'a': 0.6, 'e': 0.43097490000000005}",25,11,-27.995275472399133,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 0}",1
3375,False,"{'a': 0.6, 'e': 0.43063750000000006}",20,12,12.110353689176666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3376,False,"{'a': 0.6, 'e': 0.43030000000000007}",20,9,-48.675785573661386,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
3377,False,"{'a': 0.6, 'e': 0.4299624000000001}",25,11,-47.65259246456698,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 0}",1
3378,False,"{'a': 0.6, 'e': 0.4296247000000001}",20,0,-14.388590040322708,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
3379,False,"{'a': 0.6, 'e': 0.4292869000000001}",20,8,14.994492694917895,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
3380,False,"{'a': 0.6, 'e': 0.4289490000000001}",25,18,1.3483648025483472,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
3381,False,"{'a': 0.6, 'e': 0.4286110000000001}",30,4,-38.675137446940134,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 1}",1
3382,False,"{'a': 0.6, 'e': 0.42827290000000007}",30,15,17.31922623234503,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3383,False,"{'a': 0.6, 'e': 0.42793470000000006}",20,16,6.100851778666857,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3384,False,"{'a': 0.6, 'e': 0.42759640000000004}",30,4,-32.174367559341135,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 1}",1
3385,False,"{'a': 0.6, 'e': 0.427258}",25,8,-77.67710033456066,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
3386,False,"{'a': 0.6, 'e': 0.4269195}",25,15,-14.781666071773229,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
3387,False,"{'a': 0.6, 'e': 0.4265809}",20,8,-10.595742622899305,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
3388,False,"{'a': 0.6, 'e': 0.42624219999999996}",35,22,11.417763365443484,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
3389,False,"{'a': 0.6, 'e': 0.4259034}",20,0,-16.794957570015935,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
3390,False,"{'a': 0.6, 'e': 0.4255645}",20,0,-15.325553849520256,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
3391,False,"{'a': 0.6, 'e': 0.42522550000000003}",30,8,-0.8198768860746037,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
3392,False,"{'a': 0.6, 'e': 0.42488640000000005}",20,0,-53.93711683795515,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
3393,False,"{'a': 0.6, 'e': 0.42454720000000007}",20,11,3.0436456378165824,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
3394,False,"{'a': 0.6, 'e': 0.4242079000000001}",20,6,-20.850828387286267,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
3395,False,"{'a': 0.6, 'e': 0.4238685000000001}",20,16,5.821356475133299,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3396,False,"{'a': 0.6, 'e': 0.4235290000000001}",25,15,5.636789132532815,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3397,False,"{'a': 0.6, 'e': 0.4231894000000001}",25,12,-7.198179575091876,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
3398,False,"{'a': 0.6, 'e': 0.4228497000000001}",30,20,6.854683662927778,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3399,False,"{'a': 0.6, 'e': 0.4225099000000001}",20,0,-142.21200666876757,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 4}",0
3400,False,"{'a': 0.6, 'e': 0.4221700000000001}",25,0,-38.23710554745654,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",1
3401,False,"{'a': 0.6, 'e': 0.4218300000000001}",20,15,2.1970980549132664,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
3402,False,"{'a': 0.6, 'e': 0.4214899000000001}",20,8,-10.853107506754592,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
3403,False,"{'a': 0.6, 'e': 0.42114970000000007}",20,0,-91.98740378719029,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
3404,False,"{'a': 0.6, 'e': 0.42080940000000006}",30,23,11.477298103145788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3405,False,"{'a': 0.6, 'e': 0.42046900000000004}",20,9,-21.725649555197254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
3406,False,"{'a': 0.6, 'e': 0.4201285}",20,0,-163.0048550257083,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
3407,False,"{'a': 0.6, 'e': 0.4197879}",20,14,-13.360765186593042,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
3408,False,"{'a': 0.6, 'e': 0.41944719999999996}",20,0,-5.776026003875968,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
3409,False,"{'a': 0.6, 'e': 0.4191064}",20,5,-37.94233726149746,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
3410,False,"{'a': 0.6, 'e': 0.4187655}",20,3,-12.027864818610835,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
3411,False,"{'a': 0.6, 'e': 0.41842450000000003}",20,6,13.133567615589854,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
3412,False,"{'a': 0.6, 'e': 0.41808340000000005}",25,16,7.495493458321812,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
3413,False,"{'a': 0.6, 'e': 0.41774220000000006}",30,10,-31.900966915646737,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
3414,False,"{'a': 0.6, 'e': 0.4174009000000001}",20,5,4.301969738258621,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
3415,False,"{'a': 0.6, 'e': 0.4170595000000001}",25,0,-30.780945818085538,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
3416,False,"{'a': 0.6, 'e': 0.4167180000000001}",20,0,-2.3571300694799024,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
3417,False,"{'a': 0.6, 'e': 0.4163764000000001}",25,0,-48.40064049846771,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
3418,False,"{'a': 0.6, 'e': 0.4160347000000001}",25,0,-84.80060443446662,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
3419,False,"{'a': 0.6, 'e': 0.4156929000000001}",30,0,19.658892068248107,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
3420,False,"{'a': 0.6, 'e': 0.4153510000000001}",25,4,-28.820486159435475,"{0: 17, 1: 2, 2: 0, 3: 2, 4: 0}",1
3421,False,"{'a': 0.6, 'e': 0.4150090000000001}",25,6,9.730437910927037,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
3422,False,"{'a': 0.6, 'e': 0.41466690000000006}",20,13,-29.842852453656715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
3423,False,"{'a': 0.6, 'e': 0.41432470000000005}",30,20,-20.960247674095307,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
3424,False,"{'a': 0.6, 'e': 0.41398240000000003}",20,11,-2.6571943269996328,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
3425,False,"{'a': 0.6, 'e': 0.41364}",20,12,-42.726102544498396,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 1}",1
3426,False,"{'a': 0.6, 'e': 0.4132975}",25,0,-103.50968458037397,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
3427,False,"{'a': 0.6, 'e': 0.41295489999999996}",25,11,-68.91738081081014,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
3428,False,"{'a': 0.6, 'e': 0.4126122}",30,18,-12.119791744994359,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
3429,False,"{'a': 0.6, 'e': 0.4122694}",25,15,0.09652180452417825,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
3430,False,"{'a': 0.6, 'e': 0.41192650000000003}",25,7,2.7695337559168047,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
3431,False,"{'a': 0.6, 'e': 0.41158350000000005}",30,19,-9.444590550118473,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
3432,False,"{'a': 0.6, 'e': 0.41124040000000006}",25,5,-8.802764807593247,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
3433,False,"{'a': 0.6, 'e': 0.4108972000000001}",30,5,23.772716446206967,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
3434,False,"{'a': 0.6, 'e': 0.4105539000000001}",25,15,-46.42588213252668,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
3435,False,"{'a': 0.6, 'e': 0.4102105000000001}",20,11,-33.52312090167683,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
3436,False,"{'a': 0.6, 'e': 0.4098670000000001}",20,5,-19.73388672402461,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
3437,False,"{'a': 0.6, 'e': 0.4095234000000001}",20,7,6.683137294398385,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
3438,False,"{'a': 0.6, 'e': 0.4091797000000001}",25,12,-14.348863539282835,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
3439,False,"{'a': 0.6, 'e': 0.4088359000000001}",30,0,-76.57754404983328,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
3440,False,"{'a': 0.6, 'e': 0.4084920000000001}",25,0,5.430342016263898,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
3441,False,"{'a': 0.6, 'e': 0.40814800000000007}",20,2,-25.563798483099752,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
3442,False,"{'a': 0.6, 'e': 0.40780390000000005}",25,11,-10.310153877848563,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
3443,False,"{'a': 0.6, 'e': 0.40745970000000004}",30,4,-19.13013472304865,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
3444,False,"{'a': 0.6, 'e': 0.4071154}",20,1,-8.095077147190851,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
3445,False,"{'a': 0.6, 'e': 0.406771}",20,13,11.766721086146516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3446,False,"{'a': 0.6, 'e': 0.40642649999999997}",35,15,-17.93707774755928,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
3447,False,"{'a': 0.6, 'e': 0.4060819}",25,13,18.767494855579677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3448,False,"{'a': 0.6, 'e': 0.4057372}",25,0,-1.8760747476480677,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
3449,False,"{'a': 0.6, 'e': 0.40539240000000004}",20,0,-64.67294008974248,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
3450,False,"{'a': 0.6, 'e': 0.40504750000000006}",20,12,-37.26837301554345,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
3451,False,"{'a': 0.6, 'e': 0.4047025000000001}",20,12,3.356175122004617,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3452,False,"{'a': 0.6, 'e': 0.4043574000000001}",20,0,28.612678885706902,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3453,False,"{'a': 0.6, 'e': 0.4040122000000001}",20,9,-30.01847324624231,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
3454,False,"{'a': 0.6, 'e': 0.4036669000000001}",20,14,11.504917433541078,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3455,False,"{'a': 0.6, 'e': 0.4033215000000001}",30,4,-22.312904113606237,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 1}",1
3456,False,"{'a': 0.6, 'e': 0.4029760000000001}",20,0,-43.1841112125394,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
3457,False,"{'a': 0.6, 'e': 0.4026304000000001}",20,5,-22.57740688074286,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
3458,False,"{'a': 0.6, 'e': 0.4022847000000001}",20,15,-2.6312062875558135,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
3459,False,"{'a': 0.6, 'e': 0.4019389000000001}",35,13,-4.985177746143104,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
3460,False,"{'a': 0.6, 'e': 0.4015930000000001}",25,19,1.9416142301991597,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
3461,False,"{'a': 0.6, 'e': 0.4012470000000001}",25,17,-2.289618920869192,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
3462,False,"{'a': 0.6, 'e': 0.40090090000000006}",20,16,9.308317312186169,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3463,False,"{'a': 0.6, 'e': 0.40055470000000004}",30,9,-47.5631758959557,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
3464,False,"{'a': 0.6, 'e': 0.4002084}",20,8,-50.694733401647426,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
3465,False,"{'a': 0.6, 'e': 0.399862}",30,20,6.247385426297208,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3466,False,"{'a': 0.6, 'e': 0.39951549999999997}",20,13,5.648149860565855,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
3467,False,"{'a': 0.6, 'e': 0.3991689}",20,0,-77.25610253085847,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
3468,False,"{'a': 0.6, 'e': 0.3988222}",25,16,10.74455710192214,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
3469,False,"{'a': 0.6, 'e': 0.39847540000000004}",20,10,-27.761153192181407,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
3470,False,"{'a': 0.6, 'e': 0.39812850000000005}",20,16,8.605536829217801,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3471,False,"{'a': 0.6, 'e': 0.39778150000000007}",25,17,2.3650091929557884,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3472,False,"{'a': 0.6, 'e': 0.3974344000000001}",20,0,-55.33635260513351,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
3473,False,"{'a': 0.6, 'e': 0.3970872000000001}",25,0,-64.58422602660416,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
3474,False,"{'a': 0.6, 'e': 0.3967399000000001}",25,0,-20.34789605795741,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
3475,False,"{'a': 0.6, 'e': 0.3963925000000001}",20,8,-8.438981416612188,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
3476,False,"{'a': 0.6, 'e': 0.3960450000000001}",25,2,-64.85031729898337,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 2}",1
3477,False,"{'a': 0.6, 'e': 0.3956974000000001}",20,8,-10.993698367487276,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
3478,False,"{'a': 0.6, 'e': 0.3953497000000001}",30,12,9.489648166183462,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
3479,False,"{'a': 0.6, 'e': 0.3950019000000001}",25,20,12.387353900248055,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3480,False,"{'a': 0.6, 'e': 0.39465400000000006}",20,9,19.974969577217617,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3481,False,"{'a': 0.6, 'e': 0.39430600000000005}",30,8,-20.92064164741372,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
3482,False,"{'a': 0.6, 'e': 0.3939579}",30,14,20.89634000609783,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
3483,False,"{'a': 0.6, 'e': 0.3936097}",20,6,-28.766104169177872,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
3484,False,"{'a': 0.6, 'e': 0.3932614}",20,8,-61.345442174174664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
3485,False,"{'a': 0.6, 'e': 0.39291299999999996}",30,15,-34.35722458318737,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
3486,False,"{'a': 0.6, 'e': 0.3925645}",20,14,-0.30539801148226964,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
3487,False,"{'a': 0.6, 'e': 0.3922159}",20,0,21.293449483409965,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3488,False,"{'a': 0.6, 'e': 0.3918672}",30,12,-68.43897461333574,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
3489,False,"{'a': 0.6, 'e': 0.39151840000000004}",20,0,-21.00292756834163,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
3490,False,"{'a': 0.6, 'e': 0.39116950000000006}",20,5,-66.26458121274497,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
3491,False,"{'a': 0.6, 'e': 0.39082050000000007}",25,0,4.789276917831432,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
3492,False,"{'a': 0.6, 'e': 0.3904714000000001}",25,3,26.676827217591637,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
3493,False,"{'a': 0.6, 'e': 0.3901222000000001}",25,0,-59.93932984806086,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
3494,False,"{'a': 0.6, 'e': 0.3897729000000001}",30,24,7.5855309081739835,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3495,False,"{'a': 0.6, 'e': 0.3894235000000001}",25,3,-21.20080360505711,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
3496,False,"{'a': 0.6, 'e': 0.3890740000000001}",20,15,4.136169939105551,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
3497,False,"{'a': 0.6, 'e': 0.3887244000000001}",30,10,-44.330671035186015,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
3498,False,"{'a': 0.6, 'e': 0.3883747000000001}",25,12,-54.92799213646899,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
3499,False,"{'a': 0.6, 'e': 0.38802490000000006}",20,10,0.18589816026434747,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
3500,False,"{'a': 0.6, 'e': 0.38767500000000005}",25,11,-53.67560111483998,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
3501,False,"{'a': 0.6, 'e': 0.38732500000000003}",20,0,-17.191785842915337,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
3502,False,"{'a': 0.6, 'e': 0.3869749}",20,0,-57.98493485357978,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
3503,False,"{'a': 0.6, 'e': 0.3866247}",25,15,-19.06256058272077,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
3504,False,"{'a': 0.6, 'e': 0.38627439999999996}",20,7,-20.27822844947737,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
3505,False,"{'a': 0.6, 'e': 0.385924}",20,0,-21.536693842619815,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
3506,False,"{'a': 0.6, 'e': 0.3855735}",30,10,-3.572507789869691,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
3507,False,"{'a': 0.6, 'e': 0.38522290000000003}",20,8,-14.899830311719606,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
3508,False,"{'a': 0.6, 'e': 0.38487220000000005}",20,12,-22.081672434174774,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
3509,False,"{'a': 0.6, 'e': 0.38452140000000007}",30,0,-116.97685623972441,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
3510,False,"{'a': 0.6, 'e': 0.3841705000000001}",20,0,14.585779166635037,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
3511,False,"{'a': 0.6, 'e': 0.3838195000000001}",25,0,9.176690252090218,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
3512,False,"{'a': 0.6, 'e': 0.3834684000000001}",25,8,12.965867007901316,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
3513,False,"{'a': 0.6, 'e': 0.3831172000000001}",30,0,-9.550862457524051,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
3514,False,"{'a': 0.6, 'e': 0.3827659000000001}",20,12,13.239087323214275,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3515,False,"{'a': 0.6, 'e': 0.3824145000000001}",25,11,-46.57541984535115,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
3516,False,"{'a': 0.6, 'e': 0.3820630000000001}",20,5,-22.231654387565605,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
3517,False,"{'a': 0.6, 'e': 0.3817114000000001}",20,14,12.783615582641623,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3518,False,"{'a': 0.6, 'e': 0.3813597000000001}",30,22,-10.028349254477314,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
3519,False,"{'a': 0.6, 'e': 0.38100790000000007}",25,6,-66.03237098178766,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 1}",1
3520,False,"{'a': 0.6, 'e': 0.38065600000000005}",20,0,7.415575675397697,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
3521,False,"{'a': 0.6, 'e': 0.38030400000000003}",20,13,3.5151950587803693,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
3522,False,"{'a': 0.6, 'e': 0.3799519}",25,13,9.38549917864556,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3523,False,"{'a': 0.6, 'e': 0.3795997}",20,13,-9.776597082109095,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
3524,False,"{'a': 0.6, 'e': 0.37924739999999996}",25,19,4.251614614573092,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
3525,False,"{'a': 0.6, 'e': 0.378895}",20,0,19.815695050676734,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
3526,False,"{'a': 0.6, 'e': 0.3785425}",30,17,14.071738573558957,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
3527,False,"{'a': 0.6, 'e': 0.3781899}",25,16,15.15620036318248,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3528,False,"{'a': 0.6, 'e': 0.37783720000000004}",20,10,-35.113457344285465,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
3529,False,"{'a': 0.6, 'e': 0.37748440000000005}",20,0,-15.653871407487095,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
3530,False,"{'a': 0.6, 'e': 0.37713150000000006}",20,0,-22.566887075541427,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
3531,False,"{'a': 0.6, 'e': 0.37677850000000007}",25,17,6.562860918465562,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
3532,False,"{'a': 0.6, 'e': 0.3764254000000001}",30,0,-0.45381151988503277,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
3533,False,"{'a': 0.6, 'e': 0.3760722000000001}",20,3,-3.852707332431595,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
3534,False,"{'a': 0.6, 'e': 0.3757189000000001}",20,9,-3.3545757977391464,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
3535,False,"{'a': 0.6, 'e': 0.3753655000000001}",25,17,2.0355284023997897,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3536,False,"{'a': 0.6, 'e': 0.37501200000000007}",25,7,6.037601603078924,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
3537,False,"{'a': 0.6, 'e': 0.37465840000000006}",20,0,28.819507989980202,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3538,False,"{'a': 0.6, 'e': 0.37430470000000005}",20,4,-46.31807684656105,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
3539,False,"{'a': 0.6, 'e': 0.37395090000000003}",25,9,7.2385200297548575,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
3540,False,"{'a': 0.6, 'e': 0.373597}",25,5,3.946480109501267,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
3541,False,"{'a': 0.6, 'e': 0.373243}",20,4,-68.16275430446677,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
3542,False,"{'a': 0.6, 'e': 0.37288889999999997}",35,17,-72.14564274247218,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 2}",1
3543,False,"{'a': 0.6, 'e': 0.37253469999999994}",20,0,-40.562247031216856,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
3544,False,"{'a': 0.6, 'e': 0.37218039999999997}",25,18,13.130710942282214,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3545,False,"{'a': 0.6, 'e': 0.371826}",20,13,15.094834199785778,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3546,False,"{'a': 0.6, 'e': 0.3714715}",20,0,-3.855812160271096,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
